theta,J
4.4793105,-0.073303625
4.47431,-0.073702425
4.469309,-0.07410307
4.4643087,-0.07450594
4.4593077,-0.074910745
4.454307,-0.075317346
4.4493065,-0.07572554
4.444306,-0.07613622
4.4393053,-0.07654904
4.4343047,-0.07696311
4.429304,-0.07737998
4.424303,-0.077798665
4.419303,-0.07821899
4.414302,-0.07864167
4.4093013,-0.07906659
4.404301,-0.07949336
4.3993,-0.07992225
4.3942995,-0.080353014
4.3892994,-0.08078611
4.3842983,-0.08122151
4.3792973,-0.08165871
4.374297,-0.08209808
4.3692966,-0.08254005
4.3642955,-0.0829837
4.3592954,-0.08342958
4.354295,-0.083877884
4.3492937,-0.08432855
4.3442936,-0.084781095
4.3392925,-0.085235834
4.334292,-0.08569242
4.3292913,-0.08615214
4.3242908,-0.08661337
4.31929,-0.087077565
4.3142896,-0.08754323
4.309289,-0.08801186
4.304289,-0.08848262
4.299288,-0.08895549
4.2942867,-0.08943124
4.2892866,-0.089908704
4.284286,-0.090389274
4.279285,-0.09087176
4.274285,-0.091356486
4.2692842,-0.091843665
4.264283,-0.09233353
4.259283,-0.09282561
4.254282,-0.093320556
4.2492814,-0.093817346
4.244281,-0.09431702
4.23928,-0.094819
4.2342796,-0.09532389
4.229279,-0.095830984
4.2242785,-0.0963404
4.2192774,-0.09685305
4.2142773,-0.09736749
4.209276,-0.09788514
4.2042756,-0.09840489
4.1992755,-0.098927744
4.1942744,-0.09945318
4.189274,-0.0999807
4.1842737,-0.100511365
4.1792727,-0.10104461
4.1742716,-0.10158069
4.1692715,-0.10211955
4.164271,-0.102660485
4.1592703,-0.10320467
4.1542697,-0.10375195
4.149269,-0.1043016
4.1442685,-0.10485401
4.139268,-0.10540916
4.134267,-0.10596717
4.1292667,-0.106528595
4.1242657,-0.107092
4.119265,-0.10765927
4.114265,-0.108228534
4.109264,-0.10880101
4.1042633,-0.10937682
4.099263,-0.10995531
4.094262,-0.110536925
4.089261,-0.111121066
4.084261,-0.111708574
4.0792603,-0.11229885
4.0742593,-0.112892285
4.069259,-0.113489255
4.0642586,-0.114088774
4.0592575,-0.114691444
4.0542574,-0.11529708
4.0492563,-0.1159061
4.0442557,-0.116518244
4.039255,-0.11713361
4.0342546,-0.11775198
4.029254,-0.118374124
4.0242534,-0.11899921
4.019253,-0.119626984
4.0142517,-0.12025857
4.0092516,-0.12089321
4.0042505,-0.12153124
3.99925,-0.122173026
3.9942498,-0.12281789
3.9892488,-0.123465925
3.9842486,-0.12411708
3.979248,-0.124771945
3.974247,-0.1254307
3.9692469,-0.12609258
3.9642458,-0.12675795
3.9592452,-0.12742677
3.9542446,-0.12809858
3.949244,-0.12877509
3.9442434,-0.12945393
3.9392428,-0.13013713
3.9342422,-0.1308236
3.9292412,-0.13151357
3.924241,-0.13220757
3.91924,-0.1329053
3.9142394,-0.13360654
3.9092393,-0.13431126
3.9042382,-0.1350202
3.8992376,-0.13573201
3.8942375,-0.13644835
3.8892365,-0.13716844
3.8842354,-0.13789238
3.8792353,-0.13861986
3.8742347,-0.13935113
3.8692336,-0.14008643
3.8642335,-0.14082614
3.859233,-0.14156903
3.8542318,-0.1423161
3.8492317,-0.14306724
3.8442307,-0.14382213
3.8392305,-0.14458148
3.8342295,-0.14534438
3.8292289,-0.14611189
3.8242288,-0.14688288
3.8192277,-0.14765874
3.814227,-0.14843863
3.809227,-0.14922215
3.804226,-0.15000983
3.7992249,-0.15080214
3.7942247,-0.15159838
3.7892241,-0.15239938
3.784223,-0.15320426
3.779223,-0.15401345
3.7742224,-0.15482666
3.7692213,-0.15564512
3.7642212,-0.15646692
3.7592201,-0.15729396
3.7542195,-0.15812512
3.749219,-0.15896028
3.7442183,-0.15980032
3.7392178,-0.16064487
3.7342172,-0.1614938
3.7292166,-0.1623474
3.7242155,-0.16320604
3.7192154,-0.16406846
3.7142143,-0.16493623
3.7092137,-0.1658082
3.7042136,-0.16668493
3.6992126,-0.16756634
3.694212,-0.16845289
3.6892118,-0.16934398
3.6842108,-0.17023921
3.6792097,-0.17113978
3.6742096,-0.1720447
3.669209,-0.17295545
3.6642084,-0.1738705
3.6592078,-0.17479034
3.6542072,-0.17571552
3.6492066,-0.17664534
3.644206,-0.17758031
3.639205,-0.17852011
3.6342049,-0.17946531
3.6292038,-0.18041518
3.6242032,-0.1813701
3.619203,-0.18233037
3.614202,-0.18329582
3.6092014,-0.18426672
3.6042013,-0.18524194
3.5992002,-0.1862229
3.5941992,-0.18720914
3.589199,-0.1882006
3.5841985,-0.18919769
3.5791974,-0.1901995
3.5741973,-0.19120723
3.5691967,-0.19221991
3.5641956,-0.19323826
3.5591955,-0.19426171
3.5541945,-0.19529124
3.5491939,-0.19632562
3.5441933,-0.19736616
3.5391927,-0.19841188
3.534192,-0.19946325
3.5291915,-0.20052038
3.524191,-0.20158306
3.5191908,-0.20265093
3.5141897,-0.20372471
3.5091887,-0.2048046
3.5041885,-0.20588996
3.499188,-0.20698135
3.4941869,-0.20807815
3.4891868,-0.20918103
3.4841862,-0.21028948
3.479185,-0.21140443
3.474185,-0.21252406
3.469184,-0.213651
3.4641833,-0.21478313
3.4591827,-0.21592149
3.4541821,-0.21706574
3.4491816,-0.21821624
3.444181,-0.21937265
3.4391804,-0.22053541
3.4341793,-0.2217037
3.4291792,-0.22287893
3.4241781,-0.22405975
3.4191775,-0.22524676
3.4141774,-0.22644049
3.4091763,-0.2276403
3.4041758,-0.22884619
3.3991756,-0.23005876
3.3941746,-0.23127766
3.3891735,-0.23250282
3.3841734,-0.23373432
3.3791728,-0.23497283
3.3741717,-0.23621702
3.3691716,-0.23746748
3.364171,-0.23872533
3.35917,-0.23998919
3.3541698,-0.24126005
3.3491688,-0.24253711
3.3441687,-0.24382079
3.3391676,-0.24511155
3.334167,-0.24640867
3.329167,-0.24771251
3.3241658,-0.24902399
3.3191652,-0.25034127
3.314165,-0.25166535
3.309164,-0.25299644
3.304163,-0.25433445
3.2991629,-0.25567937
3.2941623,-0.25703138
3.2891612,-0.25839
3.284161,-0.25975564
3.2791605,-0.26112828
3.2741594,-0.26250842
3.2691593,-0.26389506
3.2641582,-0.26528937
3.2591577,-0.2666908
3.254157,-0.2680986
3.2491565,-0.26951405
3.244156,-0.27093685
3.2391553,-0.27236617
3.2341547,-0.27380303
3.2291536,-0.27524772
3.2241535,-0.27669927
3.2191525,-0.2781583
3.2141519,-0.279625
3.2091517,-0.2810984
3.2041507,-0.28258005
3.1991506,-0.2840688
3.19415,-0.28556472
3.189149,-0.287068
3.1841488,-0.28857952
3.1791477,-0.29009822
3.1741471,-0.29162467
3.1691465,-0.2931581
3.164146,-0.29470006
3.1591454,-0.29624927
3.1541448,-0.29780668
3.1491442,-0.29937127
3.144143,-0.3009437
3.139143,-0.30252442
3.134142,-0.30411226
3.1291413,-0.30570796
3.1241412,-0.30731198
3.1191401,-0.3089234
3.1141396,-0.3105428
3.1091394,-0.31217068
3.1041384,-0.31380627
3.0991373,-0.3154499
3.0941372,-0.31710145
3.0891366,-0.31876072
3.0841355,-0.3204288
3.0791354,-0.32210442
3.0741348,-0.32378837
3.0691338,-0.32548067
3.0641336,-0.3271805
3.0591326,-0.3288894
3.054132,-0.3306063
3.0491314,-0.33233106
3.0441308,-0.3340642
3.0391302,-0.33580616
3.0341296,-0.33755624
3.029129,-0.33931452
3.024129,-0.34108132
3.0191278,-0.34285668
3.0141268,-0.34464034
3.0091267,-0.34643212
3.004126,-0.3482331
2.999125,-0.3500423
2.994125,-0.35185954
2.9891243,-0.35368633
2.9841232,-0.35552108
2.979123,-0.35736462
2.974122,-0.3592162
2.9691215,-0.36107767
2.9641209,-0.36294731
2.9591203,-0.36482587
2.9541197,-0.36671302
2.949119,-0.3686089
2.9441185,-0.37051353
2.9391174,-0.37242764
2.9341173,-0.37434867
2.9291162,-0.37628096
2.9241157,-0.37822068
2.9191155,-0.38017014
2.9141145,-0.38212794
2.909114,-0.38409522
2.9041138,-0.38607085
2.8991127,-0.38805577
2.8941116,-0.39005032
2.8891115,-0.3920536
2.884111,-0.39406586
2.8791103,-0.39608693
2.8741097,-0.398118
2.8691092,-0.40015832
2.8641086,-0.40220705
2.859108,-0.40426466
2.854107,-0.40633237
2.8491068,-0.40840912
2.8441057,-0.41049582
2.8391051,-0.41259068
2.834105,-0.41469496
2.829104,-0.41680965
2.8241034,-0.41893327
2.8191032,-0.42106608
2.8141022,-0.4232076
2.809101,-0.42536038
2.804101,-0.4275209
2.7991004,-0.42969203
2.7940993,-0.43187222
2.7890992,-0.4340616
2.7840986,-0.43626204
2.7790976,-0.43847048
2.7740974,-0.4406892
2.7690964,-0.44291764
2.7640958,-0.44515496
2.7590952,-0.44740295
2.7540946,-0.44965976
2.749094,-0.4519269
2.7440934,-0.4542036
2.7390928,-0.4564903
2.7340918,-0.45878688
2.7290916,-0.46109277
2.7240906,-0.46340936
2.71909,-0.46573508
2.7140899,-0.4680707
2.7090888,-0.47041616
2.7040887,-0.47277123
2.699088,-0.47513705
2.694087,-0.47751245
2.689087,-0.4798977
2.6840858,-0.48229373
2.6790853,-0.48469839
2.6740847,-0.48711377
2.669084,-0.4895396
2.6640835,-0.4919754
2.659083,-0.49442118
2.6540823,-0.49687722
2.6490812,-0.49934328
2.644081,-0.5018195
2.63908,-0.50430524
2.6340795,-0.50680196
2.6290793,-0.5093087
2.6240783,-0.5118264
2.6190777,-0.5143534
2.6140776,-0.5168911
2.6090765,-0.519439
2.6040754,-0.521997
2.5990753,-0.52456546
2.5940747,-0.5271443
2.5890737,-0.529734
2.5840735,-0.532333
2.579073,-0.5349437
2.574072,-0.5375641
2.5690718,-0.54019475
2.5640707,-0.5428363
2.5590706,-0.54548836
2.5540695,-0.54815084
2.549069,-0.5508243
2.5440688,-0.553508
2.5390677,-0.5562027
2.5340672,-0.5589071
2.529067,-0.5616218
2.524066,-0.5643477
2.519065,-0.5670852
2.5140648,-0.569832
2.5090642,-0.57259053
2.5040631,-0.57535875
2.499063,-0.5781378
2.4940624,-0.5809289
2.4890614,-0.58372945
2.4840612,-0.5865406
2.4790602,-0.5893629
2.4740596,-0.5921966
2.469059,-0.5950399
2.4640584,-0.5978958
2.4590578,-0.60076106
2.4540572,-0.6036377
2.4490566,-0.6065252
2.4440556,-0.6094239
2.4390554,-0.6123339
2.4340544,-0.6152528
2.4290538,-0.61818486
2.4240537,-0.6211275
2.4190526,-0.62408024
2.414052,-0.62704456
2.409052,-0.63001907
2.4040508,-0.6330061
2.3990498,-0.63600415
2.3940496,-0.6390122
2.389049,-0.6420319
2.3840485,-0.6450624
2.3790479,-0.6481044
2.3740473,-0.65115666
2.3690467,-0.65422076
2.364046,-0.65729684
2.359045,-0.66038305
2.354045,-0.663481
2.3490438,-0.66659045
2.3440433,-0.6697103
2.3390431,-0.672841
2.334042,-0.67598367
2.3290415,-0.6791382
2.3240414,-0.6823039
2.3190403,-0.68548054
2.3140392,-0.6886686
2.309039,-0.6918677
2.3040385,-0.6950782
2.2990375,-0.6983014
2.2940373,-0.7015342
2.2890368,-0.70477957
2.2840357,-0.70803654
2.2790356,-0.7113029
2.2740345,-0.714583
2.269034,-0.71787435
2.2640333,-0.72117686
2.2590327,-0.7244899
2.2540321,-0.7278148
2.2490315,-0.731152
2.244031,-0.73450065
2.2390308,-0.73786086
2.2340298,-0.7412324
2.2290287,-0.7446158
2.2240286,-0.7480116
2.219028,-0.75141823
2.214027,-0.7548363
2.2090268,-0.75826573
2.2040262,-0.76170796
2.1990252,-0.76516163
2.194025,-0.7686269
2.189024,-0.77210295
2.1840234,-0.77559257
2.1790228,-0.7790922
2.1740222,-0.7826044
2.1690216,-0.786129
2.164021,-0.789665
2.1590204,-0.7932117
2.1540194,-0.7967726
2.1490192,-0.8003435
2.1440182,-0.8039274
2.1390176,-0.8075221
2.1340175,-0.81112874
2.1290164,-0.81474864
2.1240158,-0.8183787
2.1190157,-0.8220226
2.1140146,-0.8256778
2.1090136,-0.82934433
2.1040134,-0.83302295
2.0990129,-0.83671546
2.0940118,-0.840418
2.0890117,-0.8441342
2.084011,-0.8478614
2.07901,-0.851601
2.07401,-0.85535204
2.0690088,-0.8591162
2.0640087,-0.86289096
2.0590076,-0.86667913
2.054007,-0.8704794
2.049007,-0.8742922
2.0440059,-0.8781179
2.0390053,-0.88195395
2.0340052,-0.8858023
2.029004,-0.8896646
2.024003,-0.89353806
2.019003,-0.897424
2.0140023,-0.9013238
2.0090013,-0.90523314
2.0040011,-0.9091556
1.9990005,-0.9130914
1.9939995,-0.9170402
1.9889994,-0.9209992
1.9839983,-0.9249723
1.9789972,-0.9289574
1.9739971,-0.93295443
1.968996,-0.936965
1.9639959,-0.94098777
1.9589958,-0.94502234
1.9539948,-0.94906986
1.9489937,-0.95313156
1.9439936,-0.9572029
1.9389925,-0.9612871
1.9339924,-0.9653855
1.9289913,-0.9694967
1.9239912,-0.97361904
1.9189911,-0.97775453
1.91399,-0.9819032
1.908989,-0.9860644
1.9039888,-0.9902373
1.8989878,-0.9944243
1.8939867,-0.9986236
1.8889866,-1.0028358
1.8839855,-1.0070599
1.8789854,-1.0112973
1.8739853,-1.0155478
1.8689842,-1.019811
1.8639832,-1.0240874
1.858983,-1.0283761
1.853982,-1.0326773
1.8489819,-1.0369917
1.8439808,-1.0413187
1.8389807,-1.0456594
1.8339796,-1.0500128
1.8289795,-1.0543787
1.8239784,-1.0587584
1.8189774,-1.0631504
1.8139772,-1.0675546
1.8089762,-1.0719738
1.803976,-1.0764049
1.798975,-1.0808489
1.7939749,-1.0853063
1.7889738,-1.0897768
1.7839737,-1.09426
1.7789726,-1.0987566
1.7739716,-1.1032667
1.7689714,-1.1077898
1.7639713,-1.1123264
1.7589703,-1.116876
1.7539701,-1.1214379
1.7489691,-1.1260128
1.743969,-1.1306026
1.7389679,-1.1352037
1.7339668,-1.139821
1.7289667,-1.1444485
1.7239656,-1.1490912
1.7189655,-1.1537453
1.7139645,-1.1584139
1.7089643,-1.1630971
1.7039633,-1.167793
1.6989632,-1.172501
1.6939621,-1.1772228
1.688961,-1.1819583
1.6839609,-1.1867064
1.6789608,-1.1914696
1.6739597,-1.1962461
1.6689596,-1.2010359
1.6639585,-1.2058377
1.6589575,-1.2106539
1.6539574,-1.2154825
1.6489563,-1.2203277
1.6439552,-1.2251842
1.6389551,-1.2300531
1.633955,-1.2349379
1.6289539,-1.2398348
1.6239538,-1.244746
1.6189528,-1.249671
1.6139517,-1.2546098
1.6089516,-1.2595613
1.6039505,-1.2645261
1.5989504,-1.269505
1.5939503,-1.2744972
1.5889492,-1.2795045
1.5839491,-1.284524
1.578948,-1.289557
1.573947,-1.2946044
1.5689468,-1.2996649
1.5639458,-1.3047403
1.5589447,-1.3098282
1.5539446,-1.3149297
1.5489445,-1.3200468
1.5439434,-1.3251755
1.5389433,-1.3303187
1.5339422,-1.335476
1.5289412,-1.3406467
1.523941,-1.3458295
1.51894,-1.3510289
1.5139399,-1.3562417
1.5089397,-1.3614662
1.5039387,-1.3667059
1.4989376,-1.3719593
1.4939375,-1.3772261
1.4889364,-1.3825067
1.4839354,-1.3878024
1.4789352,-1.3931098
1.4739342,-1.3984327
1.468934,-1.4037685
1.463934,-1.4091176
1.4589329,-1.4144803
1.4539318,-1.4198574
1.4489317,-1.4252491
1.4439306,-1.4306548
1.4389305,-1.4360719
1.4339294,-1.4415042
1.4289293,-1.4469502
1.4239292,-1.4524103
1.4189281,-1.4578834
1.4139271,-1.4633727
1.408927,-1.4688716
1.4039259,-1.4743872
1.3989248,-1.4799155
1.3939247,-1.4854585
1.3889236,-1.4910148
1.3839235,-1.4965835
1.3789234,-1.5021663
1.3739223,-1.5077639
1.3689213,-1.5133756
1.3639212,-1.5189984
1.3589201,-1.5246364
1.35392,-1.5302906
1.3489189,-1.5359538
1.3439188,-1.5416347
1.3389177,-1.5473264
1.3339176,-1.553031
1.3289165,-1.5587515
1.3239155,-1.5644851
1.3189154,-1.5702317
1.3139143,-1.5759916
1.3089142,-1.581765
1.3039131,-1.5875518
1.298913,-1.5933529
1.2939119,-1.5991669
1.2889118,-1.6049955
1.2839108,-1.6108339
1.2789106,-1.6166897
1.2739096,-1.6225578
1.2689095,-1.6284379
1.2639084,-1.6343324
1.2589083,-1.6402386
1.2539072,-1.6461595
1.2489071,-1.6520928
1.243906,-1.658041
1.238905,-1.6640012
1.2339048,-1.6699736
1.2289038,-1.675961
1.2239037,-1.6819597
1.2189026,-1.6879725
1.2139025,-1.6939988
1.2089014,-1.7000365
1.2039013,-1.7060878
1.1989002,-1.7121503
1.1938992,-1.7182281
1.188899,-1.7243174
1.1838989,-1.7304196
1.1788979,-1.7365369
1.1738977,-1.7426642
1.1688967,-1.7488048
1.1638956,-1.7549572
1.1588955,-1.7611237
1.1538944,-1.7673011
1.1488934,-1.7734908
1.1438932,-1.7796961
1.1388931,-1.7859113
1.133892,-1.7921395
1.128892,-1.7983797
1.1238909,-1.8046318
1.1188898,-1.8108981
1.1138897,-1.8171742
1.1088886,-1.8234637
1.1038885,-1.8297629
1.0988884,-1.8360767
1.0938873,-1.8424025
1.0888872,-1.8487395
1.0838861,-1.8550875
1.0788851,-1.861449
1.073885,-1.8678195
1.0688839,-1.8742042
1.0638828,-1.8806001
1.0588827,-1.8870083
1.0538826,-1.8934261
1.0488815,-1.8998587
1.0438814,-1.9062992
1.0388803,-1.9127505
1.0338793,-1.9192164
1.0288792,-1.9256911
1.0238781,-1.9321768
1.018878,-1.9386756
1.0138779,-1.9451835
1.0088768,-1.9517031
1.0038757,-1.9582345
0.9988756,-1.9647756
0.99387455,-1.9713259
0.9888735,-1.9778908
0.98387337,-1.984463
0.9788723,-1.9910488
0.9738722,-1.9976425
0.9688721,-2.0042489
0.963871,-2.0108635
0.9588709,-2.0174904
0.9538698,-2.024125
0.94886875,-2.0307748
0.94386864,-2.0374293
0.93886757,-2.0440962
0.93386745,-2.0507731
0.92886734,-2.0574589
0.9238663,-2.064156
0.9188652,-2.070863
0.9138651,-2.0775797
0.908864,-2.084305
0.90386295,-2.0910387
0.89886284,-2.0977833
0.8938618,-2.1045368
0.88886166,-2.1113026
0.88386154,-2.118075
0.8788605,-2.1248574
0.8738594,-2.1316485
0.8688593,-2.1384497
0.8638582,-2.1452587
0.8588581,-2.1520755
0.85385704,-2.158904
0.8488569,-2.165738
0.84385586,-2.1725864
0.83885574,-2.1794398
0.8338547,-2.1863003
0.8288536,-2.1931717
0.8238535,-2.2000513
0.8188524,-2.2069392
0.8138523,-2.2138352
0.80885124,-2.220739
0.8038511,-2.2276504
0.79885006,-2.2345734
0.79384995,-2.2415018
0.7888489,-2.2484386
0.78384876,-2.255382
0.7788477,-2.262335
0.7738476,-2.269296
0.7688465,-2.2762625
0.7638464,-2.2832406
0.7588453,-2.2902234
0.7538452,-2.297215
0.74884415,-2.3042128
0.7438431,-2.3112192
0.73884296,-2.3182318
0.7338419,-2.3252518
0.7288418,-2.3322802
0.7238407,-2.3393154
0.7188406,-2.3463573
0.71383953,-2.3534067
0.7088394,-2.360463
0.70383835,-2.3675263
0.6988373,-2.374597
0.69383717,-2.381672
0.68883705,-2.3887577
0.683836,-2.3958464
0.67883587,-2.4029412
0.6738348,-2.4100447
0.66883373,-2.4171543
0.6638336,-2.4242709
0.65883255,-2.4313936
0.6538315,-2.4385247
0.64883137,-2.4456582
0.64383125,-2.4528008
0.6388302,-2.4599483
0.6338301,-2.467101
0.628829,-2.4742637
0.6238289,-2.4814281
0.6188278,-2.488602
0.61382675,-2.4957795
0.60882664,-2.502963
0.6038265,-2.510154
0.59882545,-2.5173485
0.59382534,-2.5245497
0.5888243,-2.5317578
0.5838232,-2.538969
0.5788231,-2.5461886
0.573822,-2.553415
0.56882095,-2.5606427
0.56382084,-2.5678768
0.5588207,-2.5751183
0.55381966,-2.582365
0.54881954,-2.589618
0.5438185,-2.596873
0.5388174,-2.6041384
0.5338173,-2.611402
0.5288162,-2.6186762
0.5238161,-2.6259537
0.518816,-2.6332364
0.5138149,-2.6405244
0.50881386,-2.6478193
0.50381374,-2.6551158
0.49881268,-2.6624215
0.4938116,-2.6697292
0.4888115,-2.6770415
0.48381042,-2.6843612
0.4788103,-2.6916838
0.4738102,-2.6990116
0.46880913,-2.7063437
0.463809,-2.7136807
0.45880795,-2.7210255
0.45380688,-2.728373
0.44880676,-2.7357242
0.4438057,-2.7430801
0.43880558,-2.750443
0.43380547,-2.7578075
0.4288044,-2.7651792
0.42380333,-2.7725542
0.41880322,-2.779934
0.41380215,-2.7873173
0.40880108,-2.7947063
0.40380096,-2.802096
0.3987999,-2.809496
0.39379978,-2.8168993
0.38879967,-2.8243032
0.3837986,-2.8317137
0.37879753,-2.8391292
0.37379742,-2.8465466
0.36879635,-2.853971
0.36379623,-2.8613982
0.35879517,-2.8688297
0.35379505,-2.8762639
0.34879398,-2.8837054
0.34379387,-2.8911479
0.3387928,-2.8985968
0.33379173,-2.906049
0.32879162,-2.9135034
0.32379055,-2.9209635
0.31879044,-2.928426
0.31378937,-2.935891
0.30878925,-2.9433646
0.30378914,-2.9508383
0.29878807,-2.9583182
0.293787,-2.9657974
0.2887869,-2.9732845
0.28378582,-2.9807737
0.2787857,-2.9882662
0.27378464,-2.9957626
0.26878452,-3.0032632
0.26378345,-3.0107667
0.25878334,-3.0182722
0.25378227,-3.0257814
0.2487812,-3.033293
0.24378109,-3.04081
0.23878002,-3.0483284
0.2337799,-3.055851
0.22877884,-3.0633764
0.22377872,-3.0709038
0.21877766,-3.0784357
0.21377754,-3.0859666
0.20877647,-3.093505
0.2037754,-3.1010437
0.19877529,-3.1085844
0.19377518,-3.1161284
0.18877411,-3.1236763
0.183774,-3.1312237
0.17877293,-3.138775
0.17377186,-3.1463284
0.16877174,-3.153882
0.16377068,-3.1614404
0.15876961,-3.1690006
0.1537695,-3.1765614
0.14876938,-3.1841235
0.14376831,-3.1916866
0.1387682,-3.199255
0.13376713,-3.2068214
0.12876701,-3.2143893
0.123765945,-3.2219586
0.11876488,-3.2295327
0.11376476,-3.237103
0.10876465,-3.2446744
0.10376358,-3.2522488
0.098763466,-3.2598248
0.0937624,-3.2673995
0.08876133,-3.2749727
0.083761215,-3.2825499
0.07876015,-3.2901258
0.07375908,-3.2977033
0.068758965,-3.3052793
0.06375885,-3.3128533
0.058757782,-3.3204284
0.053757668,-3.3280041
0.0487566,-3.335578
0.04375553,-3.343154
0.038755417,-3.3507257
0.03375435,-3.3582983
0.028754234,-3.365869
0.02375412,-3.373437
0.018753052,-3.3810067
0.013751984,-3.3885727
0.008751869,-3.3961353
0.003750801,-3.403698
-0.0012493134,-3.41126
-0.0062503815,-3.4188201
-0.01125145,-3.4263725
-0.016251564,-3.4339259
-0.021252632,-3.4414752
-0.026252747,-3.4490218
-0.03125286,-3.4565654
-0.03625393,-3.4641047
-0.041254997,-3.471642
-0.04625511,-3.4791765
-0.05125618,-3.4867063
-0.056256294,-3.4942281
-0.06125641,-3.5017488
-0.06625748,-3.5092673
-0.071258545,-3.516779
-0.07625961,-3.5242877
-0.08126068,-3.5317914
-0.08625984,-3.539285
-0.09126091,-3.5467768
-0.09626198,-3.554264
-0.10126209,-3.5617428
-0.10626316,-3.569217
-0.111263275,-3.5766823
-0.11626339,-3.5841446
-0.12126446,-3.591598
-0.12626553,-3.5990477
-0.13126564,-3.6064878
-0.13626671,-3.613922
-0.14126682,-3.6213458
-0.14626694,-3.6287642
-0.151268,-3.6361752
-0.15626907,-3.643579
-0.16127014,-3.6509733
-0.16627121,-3.6583571
-0.17127037,-3.6657338
-0.17627144,-3.673102
-0.1812725,-3.6804614
-0.18627262,-3.6878095
-0.19127369,-3.6951513
-0.19627476,-3.7024808
-0.20127392,-3.709799
-0.20627499,-3.7171113
-0.21127605,-3.7244084
-0.21627617,-3.7316988
-0.22127724,-3.738975
-0.2262783,-3.7462435
-0.23127747,-3.7534976
-0.23627853,-3.7607448
-0.2412796,-3.7679758
-0.24628067,-3.7751956
-0.25128174,-3.7824047
-0.2562809,-3.7896013
-0.26128197,-3.7967849
-0.26628304,-3.8039565
-0.27128315,-3.8111145
-0.27628422,-3.8182595
-0.2812853,-3.8253937
-0.28628445,-3.8325102
-0.2912855,-3.8396149
-0.29628658,-3.8467076
-0.3012867,-3.8537846
-0.30628777,-3.8608475
-0.31128883,-3.867898
-0.316288,-3.8749304
-0.32128906,-3.8819478
-0.32629013,-3.8889532
-0.3312912,-3.8959439
-0.33629227,-3.9029183
-0.34129238,-3.909877
-0.3462925,-3.9168184
-0.35129356,-3.9237452
-0.35629368,-3.9306579
-0.36129475,-3.937553
-0.3662958,-3.9444337
-0.37129593,-3.9512982
-0.37629604,-3.9581428
-0.3812971,-3.9649706
-0.38629723,-3.9717855
-0.3912983,-3.9785838
-0.39629936,-3.9853625
-0.40129852,-3.9921227
-0.4062996,-3.9988675
-0.41130066,-4.0055943
-0.41630173,-4.0123043
-0.4213028,-4.0189986
-0.4263029,-4.025671
-0.43130302,-4.0323257
-0.4363041,-4.038965
-0.4413042,-4.0455866
-0.44630527,-4.05219
-0.45130634,-4.0587735
-0.45630646,-4.0653377
-0.46130657,-4.071885
-0.46630764,-4.078413
-0.47130775,-4.0849237
-0.47630882,-4.0914145
-0.4813099,-4.097888
-0.48631096,-4.104343
-0.49131012,-4.110776
-0.4963112,-4.117192
-0.50131226,-4.1235886
-0.5063133,-4.129966
-0.51131344,-4.136327
-0.5163145,-4.1426673
-0.5213146,-4.1489844
-0.52631474,-4.155286
-0.5313158,-4.1615696
-0.5363169,-4.167833
-0.541317,-4.174075
-0.54631805,-4.180299
-0.55131817,-4.186503
-0.5563183,-4.192687
-0.56131935,-4.198856
-0.5663204,-4.205001
-0.5713215,-4.211128
-0.57632065,-4.2172337
-0.5813217,-4.2233243
-0.5863228,-4.229391
-0.59132385,-4.2354426
-0.59632397,-4.241473
-0.60132504,-4.2474833
-0.60632515,-4.2534733
-0.61132526,-4.259445
-0.61632633,-4.2653975
-0.6213274,-4.2713323
-0.6263275,-4.2772455
-0.6313286,-4.283139
-0.6363287,-4.289016
-0.6413288,-4.2948694
-0.6463299,-4.300705
-0.65133095,-4.306525
-0.656332,-4.3123255
-0.6613331,-4.318103
-0.66633224,-4.3238635
-0.6713333,-4.329603
-0.6763344,-4.335326
-0.6813345,-4.3410296
-0.68633556,-4.3467145
-0.69133663,-4.352381
-0.6963358,-4.35803
-0.70133686,-4.363655
-0.7063379,-4.3692646
-0.71133804,-4.374856
-0.7163391,-4.3804297
-0.7213402,-4.385982
-0.72633934,-4.391515
-0.7313404,-4.3970327
-0.7363415,-4.4025307
-0.74134254,-4.4080105
-0.7463436,-4.413471
-0.7513428,-4.418915
-0.75634384,-4.42434
-0.7613449,-4.4297466
-0.766345,-4.435133
-0.7713461,-4.440506
-0.77634716,-4.445859
-0.7813463,-4.451192
-0.7863474,-4.456508
-0.79134846,-4.4618063
-0.7963486,-4.467088
-0.80134964,-4.472352
-0.8063507,-4.4775963
-0.81134987,-4.4828215
-0.81635094,-4.4880323
-0.821352,-4.4932237
-0.8263531,-4.4983997
-0.83135414,-4.5035543
-0.83635426,-4.5086956
-0.84135437,-4.5138154
-0.84635544,-4.518919
-0.85135555,-4.5240035
-0.8563566,-4.5290756
-0.8613577,-4.534127
-0.8663578,-4.5391626
-0.8713579,-4.544177
-0.876359,-4.549177
-0.8813591,-4.554158
-0.88636017,-4.559123
-0.89136124,-4.5640717
-0.8963604,-4.568999
-0.90136147,-4.573913
-0.90636253,-4.5788054
-0.9113636,-4.5836854
-0.91636467,-4.588547
-0.9213648,-4.5933895
-0.9263649,-4.598213
-0.93136597,-4.6030226
-0.9363661,-4.6078124
-0.94136715,-4.6125875
-0.9463682,-4.6173434
-0.95136833,-4.6220818
-0.95636845,-4.626802
